componentTypeName,componentTypeId,specTypeId,specTypeName,units,valueType,specCategory,description,min,max,options,alternateNames,alternateUnits
Integrated Automation Control Equipment,2b1c3729-fe4e-4b42-92cf-8507709d56a7,b71f16d2-7bf1-4485-9d72-9d942629e464,Operating Temperature,°C,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Integrated Automation Control Equipment,2b1c3729-fe4e-4b42-92cf-8507709d56a7,9932a14b-9072-4a00-b18a-d57f5653e093,Output Channels,count,NUMERIC,UNKNOWN,Output Channels,,,,[],[]
Integrated Automation Control Equipment,2b1c3729-fe4e-4b42-92cf-8507709d56a7,ae57518c-5a1d-4232-959c-7b6ef6a51620,Power Supply,VAC,NUMERIC,UNKNOWN,Power Supply,,,,[],[]
Integrated Automation Control Equipment,2b1c3729-fe4e-4b42-92cf-8507709d56a7,6072e361-789d-4da5-9a21-9acc39e578cd,Signal Range,mA,NUMERIC,UNKNOWN,Signal Range,,,,[],[]
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,afd443c6-67e3-4a93-8447-ddc58c4fa19a,Control Capacity,zones,NUMERIC,PRIMARY_SIZE,The maximum number of lighting zones or circuits that the dimming control system can manage independently,,,[],"[""Zone Capacity"",""Dimming Capacity""]","[""circuits"",""channels""]"
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,298bbbb4-5730-4a09-87a1-4c83689554ee,Control Protocol Compatibility,protocol,NUMERIC,UNKNOWN,Control Protocol Compatibility,,,,[],[]
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,052820a8-f842-43ed-9f32-ed04f85f282f,Dimming Range,%,NUMERIC,UNKNOWN,Dimming Range,,,,[],[]
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,0d1f8129-0af5-46af-b960-6f798f253af9,Maximum Load per Zone,W,NUMERIC,UNKNOWN,Maximum Load per Zone,,,,[],[]
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,0652b9b4-9a47-4620-9a81-13d32b388caa,Maximum Mounting Height,ft,NUMERIC,UNKNOWN,Maximum Mounting Height,,,,[],[]
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,2594b1bf-0da4-49a8-8c20-51e17668a71b,Number of Control Zones,count,NUMERIC,UNKNOWN,Number of Control Zones,,,,[],[]
Integrated Multipreset Modular Dimming Controls,2890ccac-c25d-4466-81e7-5e2f2a11638b,13092fd4-87d3-4a31-aed4-9b2f358d7d6d,Number of Preset Scenes,count,NUMERIC,UNKNOWN,Number of Preset Scenes,,,,[],[]
Intelligent PDUs,2f03e151-0abe-4fa1-8805-cc02a3910186,4d54e192-d541-44bd-a9d5-9aa6c5f766ba,Current Capacity,A,NUMERIC,UNKNOWN,Current Capacity,,,,[],[]
Intelligent PDUs,2f03e151-0abe-4fa1-8805-cc02a3910186,887bc0f4-f5a5-414e-8fc0-9172ced67ce9,Electrical Capacity,kVA,NUMERIC,PRIMARY_SIZE,The maximum power output capacity that the intelligent PDU can distribute to connected devices,,,[],"[""Power Rating"",""Load Capacity""]","[""kW"",""VA"",""W"",""A""]"
Intelligent PDUs,2f03e151-0abe-4fa1-8805-cc02a3910186,34633f89-6df8-4844-994d-11c6b65eb951,Humidity Range,%RH,NUMERIC,UNKNOWN,Humidity Range,,,,[],[]
Intelligent PDUs,2f03e151-0abe-4fa1-8805-cc02a3910186,9ab03120-4a7b-43f9-936d-50f035150227,Network Interface Speed,Mbps,NUMERIC,UNKNOWN,Network Interface Speed,,,,[],[]
Intelligent PDUs,2f03e151-0abe-4fa1-8805-cc02a3910186,f01badf8-a70b-4e43-8db9-2ecf55827611,Operating Temperature,°C,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Intelligent PDUs,2f03e151-0abe-4fa1-8805-cc02a3910186,8e4d74ac-7a7e-4676-a1b8-7fa5062ffeb3,Outlet Count,count,NUMERIC,UNKNOWN,Outlet Count,,,,[],[]
Interior Lighting,feaf10ee-9c91-4941-a9bb-2d5dfe6ef35c,69c7a71e-931a-400d-a13c-3440af4e1c1b,Current Draw,A,NUMERIC,UNKNOWN,Current Draw,,,,[],[]
Interior Lighting,feaf10ee-9c91-4941-a9bb-2d5dfe6ef35c,92513eef-9c8c-4f59-bbf5-7fb06102399c,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the lighting fixture, which directly relates to its light output and energy usage",,,[],"[""Power"",""Lamp Wattage""]","[""kW""]"
"Interior Lighting Fixtures, Lamps, And Ballasts",9f45e67f-de6f-453b-b972-6c52fb40369e,0eef3e84-5d5c-47be-ae0a-aeab421e2119,Efficacy,lm/W,NUMERIC,UNKNOWN,Efficacy,,,,[],[]
"Interior Lighting Fixtures, Lamps, And Ballasts",9f45e67f-de6f-453b-b972-6c52fb40369e,1ac0ee16-97d1-4a82-bc01-9355c4cdcbb1,Input Frequency,Hz,NUMERIC,UNKNOWN,Input Frequency,,,,[],[]
"Interior Lighting Fixtures, Lamps, And Ballasts",9f45e67f-de6f-453b-b972-6c52fb40369e,60d15748-83c9-448e-bbf3-f8b9c3998b83,Operating Current,A,NUMERIC,UNKNOWN,Operating Current,,,,[],[]
"Interior Lighting Fixtures, Lamps, And Ballasts",9f45e67f-de6f-453b-b972-6c52fb40369e,8aa099e9-a5f9-4e68-b03f-bdb1a4848c90,Operating Voltage,V,NUMERIC,UNKNOWN,Operating Voltage,,,,[],[]
"Interior Lighting Fixtures, Lamps, And Ballasts",9f45e67f-de6f-453b-b972-6c52fb40369e,b8b4fc80-1d7a-4587-95ca-1081b069dc34,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the lighting fixture, lamp, or ballast, which directly affects energy usage and illumination output",,,[],"[""Power Consumption"",""Lamp Wattage""]","[""kW"",""VA""]"
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,2c78970a-c52f-436e-b713-3ce9d4a2031d,Communication Range,ft,NUMERIC,UNKNOWN,Communication Range,,,,[],[]
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,12e50fe2-e7ad-4c1b-942d-13ec47354ee6,Control Points,points,NUMERIC,PRIMARY_SIZE,"The number of inputs and outputs the IoT HVAC controller can monitor and control, determining its operational capacity and relative cost",,,[],"[""I/O Points"",""Control Capacity""]","[""I/O count""]"
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,011999ac-633a-42b2-8c01-f1b686fc19a5,Network Protocol,BACnet/IP,NUMERIC,UNKNOWN,Network Protocol,,,,[],[]
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,f7cf7511-2ee3-4c15-89da-3339a2f8ce6e,Network Speed,Mbps,NUMERIC,UNKNOWN,Network Speed,,,,[],[]
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,0b4e63d1-7571-4d64-8107-48046b061708,Number of Input Channels,count,NUMERIC,UNKNOWN,Number of Input Channels,,,,[],[]
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,688e7ce5-ba4a-4601-a80f-81be5e20b2a4,Number of Output Channels,count,NUMERIC,UNKNOWN,Number of Output Channels,,,,[],[]
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,01c4b062-be15-4f90-8343-b4be57801954,Response Time,ms,NUMERIC,UNKNOWN,Response Time,,,,[],[]
IoT HVAC Controllers,5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,7c47ebc0-4ee0-4cde-bdcb-03e1cbbe159a,Sampling Rate,Hz,NUMERIC,UNKNOWN,Sampling Rate,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,862d9651-1b80-4495-8d71-9dcaae07b803,Capacity,lb/hr,NUMERIC,PRIMARY_SIZE,"The amount of steam or vapor that the humidifier can produce per hour, indicating its humidification capacity",,,[],"[""Steam Output"",""Steam Production Rate""]","[""kg/hr"",""gal/hr"",""L/hr""]"
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,0ab68dc1-be00-433c-9e31-1a7a157816cd,Insulation Thickness,in,NUMERIC,UNKNOWN,Insulation Thickness,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,4f539a23-eefe-4182-a732-de230616945b,Jacket Material Thickness,in,NUMERIC,UNKNOWN,Jacket Material Thickness,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,10d00337-091d-4181-9723-c87ad57aa3f9,R-Value,ft²·°F·h/BTU,NUMERIC,UNKNOWN,R-Value,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,6c644d6d-9d00-4ea0-88e3-1a7ebc5ab4d1,Surface Burning Characteristics,flame spread index,NUMERIC,UNKNOWN,Surface Burning Characteristics,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,60a649a0-1cf0-46d5-a75b-d7c9a726897c,Temperature Rating,°F,NUMERIC,UNKNOWN,Temperature Rating,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,e9983aa4-9ef1-46b6-a915-991220327f5b,Thermal Conductivity,W/m-K,NUMERIC,UNKNOWN,Thermal Conductivity,,,,[],[]
" Jacketed, Steam Humidifiers",a1ac776b-8600-48e1-ade0-3536a0855698,9757fbab-264f-45cd-a43e-597ce4674210,Water Vapor Permeability,perm,NUMERIC,UNKNOWN,Water Vapor Permeability,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,0a2d494c-25f8-4b47-a788-a295a3db5819,Capture Efficiency,%,NUMERIC,UNKNOWN,Capture Efficiency,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,dc1d0549-6519-4e5a-b8c6-8ab67816a073,Exhaust Flow Rate,CFM,NUMERIC,PRIMARY_SIZE,The volume of air that the kitchen hood can exhaust per unit of time,,,[],"[""Airflow"",""Exhaust Capacity""]","[""m³/h"",""L/s""]"
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,db8a92cd-d4af-4ec9-b5ba-30d00583f583,Exhaust Rate,CFM,NUMERIC,UNKNOWN,Exhaust Rate,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,d6c22cad-e550-44a2-adc0-af45af0cd348,Filter Quantity,count,NUMERIC,UNKNOWN,Filter Quantity,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,4c916d63-2950-475d-9775-001fbde36969,Hood Height,in,NUMERIC,UNKNOWN,Hood Height,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,6dc281a7-960c-46e3-8ddb-73408a6a0a58,Hood Length,in,NUMERIC,UNKNOWN,Hood Length,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,9ebb4351-1b35-4136-bb42-583244d2d4da,Hood Width,in,NUMERIC,UNKNOWN,Hood Width,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,9757181e-d395-4914-b9e0-2208e2cf19da,Lighting Power,W,NUMERIC,UNKNOWN,Lighting Power,,,,[],[]
Kitchen Hoods,39b070f7-bb45-4cab-ac88-76d5c24af421,5f80b7f6-65a2-4e5f-833c-30cfcb591792,Power Rating,W,NUMERIC,UNKNOWN,Power Rating,,,,[],[]
Laboratory Hoods,4693303b-ef11-4cd2-b6cd-58099151c9ea,977caa7c-61a3-4abe-96eb-e34faa80361b,Containment Level,ppm,NUMERIC,UNKNOWN,Containment Level,,,,[],[]
Laboratory Hoods,4693303b-ef11-4cd2-b6cd-58099151c9ea,6ddbbf0f-a03b-4bb5-b565-af620b95c702,Exhaust Volume,CFM,NUMERIC,UNKNOWN,Exhaust Volume,,,,[],[]
Laboratory Hoods,4693303b-ef11-4cd2-b6cd-58099151c9ea,d79abef1-ea76-4678-a7a9-7bac70fdeca5,Face Velocity,FPM,NUMERIC,PRIMARY_SIZE,"The velocity of air flowing through the face opening of the laboratory hood, typically measured in feet per minute (FPM) or meters per second (m/s), which directly impacts the hood's performance, safety, and cost",,,[],"[""Air Velocity"",""Capture Velocity""]","[""m/s""]"
Laboratory Hoods,4693303b-ef11-4cd2-b6cd-58099151c9ea,db29c1c1-bec7-4cde-857c-4ba14adfb5ca,Hood Depth,in,NUMERIC,UNKNOWN,Hood Depth,,,,[],[]
Laboratory Hoods,4693303b-ef11-4cd2-b6cd-58099151c9ea,5e1433fe-ec1a-46f9-a1f6-0ce49b2c5dd8,Sash Opening Height,in,NUMERIC,UNKNOWN,Sash Opening Height,,,,[],[]
Laboratory Hoods,4693303b-ef11-4cd2-b6cd-58099151c9ea,d71ccdad-fc90-46d5-b348-11fc17bf79ce,Sash Width,in,NUMERIC,UNKNOWN,Sash Width,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,d5f2248e-7d84-4856-b8d0-89fa479944b3,Electrical Requirement,V,NUMERIC,UNKNOWN,Electrical Requirement,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,830631c9-09b4-4733-a69e-59bca4deb581,Gas Connection Size,inches,NUMERIC,UNKNOWN,Gas Connection Size,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,d26728ba-d229-4503-b864-852bee45be9c,Operating Pressure,PSI,NUMERIC,UNKNOWN,Operating Pressure,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,362c03b2-cc5a-4ae3-a446-90a1c5046977,Purge Rate,CFM,NUMERIC,UNKNOWN,Purge Rate,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,4999d8f0-cdea-4c23-8b00-604bfe1f58f9,System Capacity,GPM,NUMERIC,PRIMARY_SIZE,"The total flow capacity of the laboratory plumbing system, indicating the maximum volume of fluid the system can handle per unit time",,,[],"[""Flow Rate Capacity"",""Maximum Flow Rate""]","[""L/min"",""L/s"",""CFH""]"
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,cffa5c71-5eca-45f3-bdae-dd17fb983f77,Temperature Range,°F,NUMERIC,UNKNOWN,Temperature Range,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,b7a28d1e-c468-4872-9556-995c79cd8c72,Vacuum Flow,SCFM,NUMERIC,UNKNOWN,Vacuum Flow,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,4460a90c-0118-432d-9a53-91c78b2ce4c0,Vacuum Level,inHg,NUMERIC,UNKNOWN,Vacuum Level,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,a867e664-87a5-4f0d-9de8-96a520b3d5af,Waste Connection Size,inches,NUMERIC,UNKNOWN,Waste Connection Size,,,,[],[]
Laboratory Plumbing Systems,e2807ce0-4a68-4bbb-939c-59fbea9cef74,7b550efb-48ae-4010-9b4d-b97313b87fd6,Water Connection Size,inches,NUMERIC,UNKNOWN,Water Connection Size,,,,[],[]
Landscape Lighting,a1af72b9-a003-48f6-9a66-dd00df9eb282,c5a43d1e-66d5-4cba-9901-d3b4acddf517,Efficacy,lm/W,NUMERIC,UNKNOWN,Efficacy,,,,[],[]
Landscape Lighting,a1af72b9-a003-48f6-9a66-dd00df9eb282,2aee9de7-0209-47c8-8b3c-f95545146093,IP Rating,IP,NUMERIC,UNKNOWN,IP Rating,,,,[],[]
Landscape Lighting,a1af72b9-a003-48f6-9a66-dd00df9eb282,9119c0f6-1445-4e0e-82ee-764826b14dfa,Lifespan,hours,NUMERIC,UNKNOWN,Lifespan,,,,[],[]
Landscape Lighting,a1af72b9-a003-48f6-9a66-dd00df9eb282,70cf8753-c14c-40e5-8654-420446576e45,Lumens,lm,NUMERIC,UNKNOWN,Lumens,,,,[],[]
Landscape Lighting,a1af72b9-a003-48f6-9a66-dd00df9eb282,ca07e604-d4b8-4d1c-8b32-9c7d4d1a5341,Wattage,W,NUMERIC,UNKNOWN,Wattage,,,,[],[]
Landscape Lighting,a1af72b9-a003-48f6-9a66-dd00df9eb282,3778faec-5e4a-4e75-801a-deb17db750c5,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the landscape lighting fixture, which directly relates to its illumination output and energy usage",,,[],"[""Power"",""Electrical Load""]","[""watts"",""kW"",""kilowatts""]"
"Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units",97b69c06-2f48-4f7f-88e7-c95c68a820b9,35c8d76a-99d8-430e-aada-8e130c949cb1,Cooling Capacity,tons,NUMERIC,PRIMARY_SIZE,"The total heat removal capability of the air conditioner under specified operating conditions, indicating the unit's ability to cool a computer room environment",,,[],"[""Capacity"",""Nominal Capacity""]","[""BTU/h"",""kW"",""MBH""]"
"Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units",97b69c06-2f48-4f7f-88e7-c95c68a820b9,4f7bb380-a41d-415c-b58f-ee0f8fc03386,Operational Temperature Range,°F,NUMERIC,UNKNOWN,Operational Temperature Range,,,,[],[]
"Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units",97b69c06-2f48-4f7f-88e7-c95c68a820b9,f3b990c9-89f1-43d9-98b0-27fe1b216b23,Physical Dimensions,in,NUMERIC,UNKNOWN,Physical Dimensions,,,,[],[]
"Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units",97b69c06-2f48-4f7f-88e7-c95c68a820b9,942d9a9d-8ea7-461e-bfac-2928ab4f411c,Weight,lbs,NUMERIC,UNKNOWN,Weight,,,,[],[]
Large-Capacity Self-Contained Air-Conditioners,1fd9f467-2e93-4ac7-987e-6689fa0a09a4,bd1fe802-4fb0-41dc-80a0-fc1b32b48d73,Cooling Capacity,tons,NUMERIC,PRIMARY_SIZE,The maximum rate at which the air conditioner can remove heat from a space under specified indoor and outdoor conditions,,,[],"[""Capacity"",""Nominal Cooling Capacity""]","[""BTU/h"",""kW"",""MBH""]"
Large-Capacity Self-Contained Air-Conditioners,1fd9f467-2e93-4ac7-987e-6689fa0a09a4,34ad6be7-4f69-4721-b05e-f746d5a2835c,Current,A,NUMERIC,UNKNOWN,Current,,,,[],[]
Large-Capacity Self-Contained Air-Conditioners,1fd9f467-2e93-4ac7-987e-6689fa0a09a4,cee7bbaa-b5ae-443f-979f-ffe8c8005140,Dimensions,in,NUMERIC,UNKNOWN,Dimensions,,,,[],[]
Large-Capacity Self-Contained Air-Conditioners,1fd9f467-2e93-4ac7-987e-6689fa0a09a4,a75fa607-fc39-4637-b120-8d531a89fdad,Static Pressure,inWC,NUMERIC,UNKNOWN,Static Pressure,,,,[],[]
Large-Capacity Self-Contained Air-Conditioners,1fd9f467-2e93-4ac7-987e-6689fa0a09a4,d0864454-1a66-44cb-b53a-276d6665e93f,Weight,lb,NUMERIC,UNKNOWN,Weight,,,,[],[]
Large-Capacity Split-System Air-Conditioners,c4088b25-a8ea-4ea5-9c2d-cfc283810720,c8eff655-8a04-43c3-b8d0-d5c7144204c0,Ambient Temperature Range,°F,NUMERIC,UNKNOWN,Ambient Temperature Range,,,,[],[]
Large-Capacity Split-System Air-Conditioners,c4088b25-a8ea-4ea5-9c2d-cfc283810720,794d5a0d-d6ec-4c83-9c7e-a50f231936b0,Condensing Unit Dimensions,in,NUMERIC,UNKNOWN,Condensing Unit Dimensions,,,,[],[]
Large-Capacity Split-System Air-Conditioners,c4088b25-a8ea-4ea5-9c2d-cfc283810720,fe6b59a4-f27d-4186-9dc9-da13ad532c08,Cooling Capacity,BTU/h,NUMERIC,PRIMARY_SIZE,"The rate at which the air conditioner can remove heat from a space, determining its ability to cool an area effectively",,,[],"[""Capacity"",""Output Capacity""]","[""Tons"",""kW"",""MBH""]"
Large-Capacity Split-System Air-Conditioners,c4088b25-a8ea-4ea5-9c2d-cfc283810720,f7e8fd25-83b4-43fb-b0fa-f1d5a18e9577,Supply Air Flow,CFM,NUMERIC,UNKNOWN,Supply Air Flow,,,,[],[]
Lead Acid Batteries,d1ab3c2f-a58c-44ce-96af-ffcddb8c5e72,1235297f-c827-41c9-b6e2-223b2e03765a,Amp Hour Capacity,Ah,NUMERIC,UNKNOWN,Amp Hour Capacity,,,,[],[]
Lead Acid Batteries,d1ab3c2f-a58c-44ce-96af-ffcddb8c5e72,46d9eaba-36ff-4d44-88d8-8071b9e56787,Capacity,Ah,NUMERIC,PRIMARY_SIZE,The amount of electrical energy the battery can store and deliver,,,[],"[""Battery Capacity"",""Amp-Hour Capacity""]","[""kWh"",""VAh""]"
Lead Acid Batteries,d1ab3c2f-a58c-44ce-96af-ffcddb8c5e72,eaaa245e-6d03-4824-82e2-42c45c8a931b,Charge Time,hours,NUMERIC,UNKNOWN,Charge Time,,,,[],[]
Lead Acid Batteries,d1ab3c2f-a58c-44ce-96af-ffcddb8c5e72,ff3d9379-715e-44e6-9910-1f089cc6aefc,Float Voltage,V,NUMERIC,UNKNOWN,Float Voltage,,,,[],[]
Lead Acid Batteries,d1ab3c2f-a58c-44ce-96af-ffcddb8c5e72,24bbb134-e850-4776-8b38-39687c98fcc1,Internal Resistance,mΩ,NUMERIC,UNKNOWN,Internal Resistance,,,,[],[]
Lead Acid Batteries,d1ab3c2f-a58c-44ce-96af-ffcddb8c5e72,c3e56659-b310-4da2-9791-745d3ff5d053,Specific Energy,Wh/kg,NUMERIC,UNKNOWN,Specific Energy,,,,[],[]
LED Classified Location Lighting,4be20c9c-7339-455f-93d6-e9922518d4e1,78162834-efb9-42f8-ad0a-e8bbe7a2bb32,Explosion Protection Class,Ex,NUMERIC,UNKNOWN,Explosion Protection Class,,,,[],[]
LED Classified Location Lighting,4be20c9c-7339-455f-93d6-e9922518d4e1,8f8ead8f-8539-4c15-a1e9-75592b4c2db9,Ingress Protection Rating,IP,NUMERIC,UNKNOWN,Ingress Protection Rating,,,,[],[]
LED Classified Location Lighting,4be20c9c-7339-455f-93d6-e9922518d4e1,f173b63a-1eb9-4541-abac-04143d7c74f2,Operating Frequency,Hz,NUMERIC,UNKNOWN,Operating Frequency,,,,[],[]
LED Classified Location Lighting,4be20c9c-7339-455f-93d6-e9922518d4e1,5b44232d-dc62-423b-87e3-028e8bbb50ee,Operating Temperature Range,°C,NUMERIC,UNKNOWN,Operating Temperature Range,,,,[],[]
LED Classified Location Lighting,4be20c9c-7339-455f-93d6-e9922518d4e1,a316ae38-2d19-45a1-af79-f030745da5f9,Operating Voltage,V,NUMERIC,UNKNOWN,Operating Voltage,,,,[],[]
LED Classified Location Lighting,4be20c9c-7339-455f-93d6-e9922518d4e1,e91ae65c-7217-4431-bc89-628448fa0d34,Wattage,W,NUMERIC,PRIMARY_SIZE,"The power consumption of the LED fixture, which directly relates to its light output and is the primary factor in determining fixture cost and energy usage in classified locations",,,[],"[""Power"",""Power Rating""]","[""watts"",""kW"",""kilowatts""]"
LED Exterior Lighting,921cc3a0-d07d-4885-802f-bb63b5e42592,45091b2f-2dd3-4d89-9893-3247384700f0,IP Rating,IP,NUMERIC,UNKNOWN,IP Rating,,,,[],[]
LED Exterior Lighting,921cc3a0-d07d-4885-802f-bb63b5e42592,a6f59286-8112-4e05-98ce-88f12ae49191,Light Output,lm,NUMERIC,UNKNOWN,Light Output,,,,[],[]
LED Exterior Lighting,921cc3a0-d07d-4885-802f-bb63b5e42592,eae83a3a-46ea-4d6f-9179-fb930668630f,Operating Temperature Range,°C,NUMERIC,UNKNOWN,Operating Temperature Range,,,,[],[]
LED Exterior Lighting,921cc3a0-d07d-4885-802f-bb63b5e42592,d6356c60-3f50-4ab2-a1d1-65ad6abe393c,Operating Voltage,V,NUMERIC,UNKNOWN,Operating Voltage,,,,[],[]
LED Exterior Lighting,921cc3a0-d07d-4885-802f-bb63b5e42592,53779783-25ae-4c47-b365-81684414e2bc,Wattage,W,NUMERIC,PRIMARY_SIZE,The electrical power consumption of the LED exterior lighting fixture,,,[],"[""Power"",""Power Consumption""]","[""kW""]"
LED Interior Lighting,8960cff0-1338-418a-8036-266a836eb115,a6b31b80-c2df-46c7-ba40-afb3011aedf3,Efficacy,lm/W,NUMERIC,UNKNOWN,Efficacy,,,,[],[]
LED Interior Lighting,8960cff0-1338-418a-8036-266a836eb115,91077172-7e76-4142-9bbe-5a04c258c1cc,Operating Temperature,°C,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
LED Interior Lighting,8960cff0-1338-418a-8036-266a836eb115,2baf0624-c9ba-4d79-9a1d-edbf00a9f934,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the LED lighting fixture, which directly correlates to light output and energy usage",,,[],"[""Power"",""Electrical Load""]","[""kW""]"
Led Lighting,14b2917e-da4c-4402-8f71-c7dd7370426e,0b5864f6-cf23-4f24-af1c-3154aef130e0,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the LED lighting fixture, which directly correlates to light output and energy usage",,,[],"[""Power"",""Input Power""]","[""kW""]"
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,7302c752-7ca5-4130-9a0e-43421e0a37d0,Beam Angle,degrees,NUMERIC,UNKNOWN,Beam Angle,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,7e9db5df-d7f8-4cc2-9f9d-f5b2ade3987d,Color Rendering Index,CRI,NUMERIC,UNKNOWN,Color Rendering Index,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,129f0688-9954-4522-8564-fe7ea9d82fd3,Color Temperature,K,NUMERIC,UNKNOWN,Color Temperature,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,6062b56c-8238-4bc4-9e89-b577f6cb55bc,Dimming Range,%,NUMERIC,UNKNOWN,Dimming Range,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,f01e03df-2941-4a60-9e55-c5936d03c1fb,Illuminance,lux,NUMERIC,UNKNOWN,Illuminance,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,7a0157c7-d3df-44ab-8d36-3a110f806d49,Input Voltage,V,NUMERIC,UNKNOWN,Input Voltage,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,24eac523-89dc-49c7-a3ca-9a8a08838031,Luminous Efficacy,lm/W,NUMERIC,UNKNOWN,Luminous Efficacy,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,1dc77d11-b3df-4189-b6b3-965373f3cc89,Luminous Flux,lm,NUMERIC,UNKNOWN,Luminous Flux,,,,[],[]
Lighting,b61997ad-005d-4d62-bf16-ab6a8fc4791c,57c10e91-6f52-4c7a-95f5-7c4be99ff489,Power Consumption,W,NUMERIC,UNKNOWN,Power Consumption,,,,[],[]
